"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100","PC101","PC102","PC103","PC104","PC105","PC106","PC107","PC108","PC109","PC110","PC111","PC112","PC113","PC114","PC115","PC116","PC117","PC118","PC119","PC120","PC121","PC122","PC123","pathway"
"arachidonate-CoA ligase activity",-55.0844216407292,3.45092243321391,-4.00495927050568,0.760405686180148,-0.681911831022421,-3.50734539088231,-4.28764948980648,2.84452270529535,-0.500322731613386,-0.487379469410712,5.99905070089661,-3.36268013822824,-4.16113037349002,-1.32589612807324,-1.24951477940187,-3.62011166124108,2.00873314914417,-2.7499791418118,-2.31410187584718,-2.78054828615535,-6.37073554201215,-0.02791605303116,14.0754100207199,-0.770080399676594,-3.59881285678196,12.9073854883047,16.1020772166186,3.36993315436355,1.84793684210813,-9.44157431934542,-8.6416635024101,18.1921697863648,10.0476756825429,3.20472410306231,-2.33228526293556,10.1400403662213,2.67807820027276,-17.0198718735992,-14.2183086003186,-1.08270332728041,-3.08447933325288,-11.3557232780619,10.0971150280652,13.9912783015485,-2.71421922737378,5.79802774418251,-3.79425945609385,-1.7072747528229,-4.96075615676174,1.86968525900473,2.93216262103325,-3.29827235154663,-2.78429401297971,2.57558417646467,-0.288105014819982,-1.70109932008001,2.09089041605885,-0.350622986734653,-1.35519322714435,0.097042364228534,0.76451139740222,0.732230446141848,1.18168005918234,0.52086967671218,-0.80095885877032,-1.37464400944224,-1.30291615317346,1.30956673804596,0.696170607888661,-1.57741052641354,0.282824816180128,-1.45446121575001,-1.04370090521525,-1.62059697940738,-4.15513289578053,-2.95124162861408,-5.1686278245125,-1.23150378696701,-2.44394848370489,0.502122423758685,-1.14661056484437,-0.540385280642237,0.927071184304094,0.296096918984334,0.285569223725621,0.617271972074604,-0.855290535786436,-1.22894951858345,-0.239489424075412,-0.575496870839917,-0.161948882118302,0.0326505582309768,-0.643636403112174,0.100262347295528,-0.00376186959830278,0.32352785919751,0.0239394438774532,-0.411532532906513,0.260813133683175,0.187762566611926,0.00158717349797471,-0.184053699591857,-0.0905941875332875,0.485990664655483,0.130234213398038,-0.296157676576935,-0.287161042942271,-0.270734855785601,-0.287738344764423,0.743358859028079,0.83026995772898,1.25941157121435,-0.0357032493333307,-0.556046329818785,7.27778943511961,-0.254283228470387,-0.487197705983567,0.0941570021147569,0.109008409457872,-0.058183344910976,-0.0940510463058791,-0.00258361513608335,5.44635950922023e-14,"arachidonate-CoA ligase activity"
"base-excision repair",20.1102972133226,-1.06667733972045,-4.96654001067218,2.01062096851795,-0.825862564028873,-2.83320533730933,-1.00284499724911,-5.69135263035364,5.05794458910492,2.67670878956107,-0.955977378017498,-4.16534384402196,-0.765739082940577,-2.71664060334623,1.31471173707084,-2.21485974852753,-5.78000893032837,4.01810645846598,-0.926905622245396,-1.80081023483112,-5.26409818790116,-5.85750727883893,-2.46004189714481,1.05981011852727,-0.849837807636712,-6.79903447085534,-6.30235796230693,-2.39178457378617,-0.623141993685387,-2.58756198121929,-6.23263812539657,-4.91750269444926,-2.44711843607815,0.816646224435452,-1.88528369872316,3.26485606058427,0.360044309560288,-5.77229773966298,-3.33571264230631,7.64268542617765,3.74092081448717,4.36815137231566,2.48961620906449,-1.00136554126101,-2.70592045905812,-2.72649786348273,0.438897104349103,2.78207065424176,-2.38114390777601,-2.20341070435761,-1.43488550696352,1.3034968747255,-3.14124181046334,-2.94412116628291,0.81055494302768,-0.752470005095294,-3.49493713855542,-1.04755901571208,-0.511682526265568,1.20973596206224,1.04557495235212,2.53225403133459,-3.27425263449649,0.502203309864289,1.41211695711636,2.48704325413278,-4.44417610133434,-5.16585778693455,1.99339451199217,1.88288915843748,7.3676781967474,2.18056490430948,-2.91251620436041,-1.79182290965302,-1.92310009633699,1.38999782571567,-0.138597230371308,0.0642002643236176,-2.57267328128329,0.120616506118012,0.762987556787129,3.73019794239882,1.59417946860001,1.8255538727311,2.40888780486998,-0.564423308736552,0.0131391188469042,-2.19267405258352,0.873867535659571,-4.20761037660591,0.240182111517267,-1.61123607011368,-2.20210800760369,-4.20899645864476,11.1868573475486,-8.01196671182605,-6.30947095002046,-5.79777481142121,-0.386925096187638,0.791836833993634,-1.83738608025223,-4.37564785271386,6.22746918485401,0.88278217083331,7.21509480561999,-0.670993627111486,0.211128625505984,0.586363036575655,-0.207981380073159,1.04991165019256,0.09172305779868,-0.689034489149329,-0.629931181986661,0.106805320660395,-0.116498001268917,-0.110867471789714,-0.339158936269478,0.0336050837590336,0.100796412847891,-0.201116484679939,-0.0735817609989468,0.0024813896157874,-2.96714082882558e-14,"base-excision repair"
"base-excision repair, gap-filling",-35.1993690153042,1.7200800130531,-5.91941791865418,2.3404005990295,-2.54592780304533,-4.00556639561893,-6.68635790049692,-2.43373328964,5.36967022376936,3.97358259422065,3.07451281351146,-7.19289699301686,-5.09915231774965,-2.94767998144635,1.18423726633646,-3.29693538702498,-14.0881575355187,10.0306339224133,-4.17736493461919,-8.48882666944398,-7.80848377043465,-16.2250591836025,-13.1009549084815,1.32769172218842,-0.822408570331951,-14.5480507768738,-8.71748833531434,-10.409312730982,0.231661145383863,-5.55478963838647,-13.1803995720553,-4.19788701369625,-6.39363140429101,2.70812410343311,-7.93335003791703,5.93840145555459,4.72543307191048,-17.7841769904984,-6.05961170777872,17.2151401192494,-4.43147601813626,15.2303130621091,7.54271324233159,-0.749789638494665,-4.31790793100751,-1.74430054425411,5.05385127291535,9.54801754565744,-0.79336988352501,-0.482972009855088,-5.81318582385944,4.40792680294266,1.40056788042951,4.05966544530939,-0.273531636219546,2.14176793767895,0.621268341764042,-1.50359025448626,1.35585994421892,0.806309774473463,1.74805134193533,-1.62422974222367,-0.687417623981006,0.679366330239163,3.71331160053272,-3.11345971619885,1.63005686403794,1.03749288041931,1.00023852049884,-0.379697870092342,-4.30970606382132,-1.9370759823794,1.00694204304435,1.42984984976887,0.267752517600763,-0.164825700657554,1.18685569903277,2.41685253960948,-1.84640401522833,-6.46753634626466,-2.00312448150728,8.23864321859906,-2.62297328877391,-4.24852558372768,-3.72274905812645,-0.371051721104396,-0.691221106342284,-1.35913200478964,-0.200631381610216,2.99962992265732,-3.88555092850469,1.57269422615029,-4.09220798826874,-0.0502720117526332,-4.57323072609474,3.5004480048559,1.84968653149803,0.231771183175491,4.15507139979493,0.366915049962607,2.79036945230467,1.14352615077809,-2.45153221293226,-0.148335928147446,0.716677776435157,0.357946764731168,0.450990336841846,-0.047516521122721,-0.316634221127581,-0.612604263231363,-0.339191970233101,0.239025854163478,0.2767812512492,-0.0525252197644369,0.0943414182597226,0.0768805571338495,0.0861768318299064,-0.00489673614892225,-0.0742369313441567,0.0581995422112016,0.0462864799664532,0.00134748903889306,1.29215214916822e-15,"base-excision repair, gap-filling"
"cellular senescence",63.4220833026457,-2.61871424131951,-3.57314186320962,-7.29314330299035,5.54386372177586,-0.278141017399898,0.346362071821858,-1.75852942159575,0.839566392232772,0.557104592552195,-6.87321268934265,-0.706664850847609,0.596710919216279,1.43600728992262,-2.07584316880976,-0.665496994319883,2.5006485015975,-3.18920823161888,-0.744627868669966,-0.518926118985467,-1.40650746116698,4.09739481148141,2.00388671837097,-2.70381508687214,-1.86611343505576,0.110838468714207,-1.33530451047703,0.639728612075086,0.405376312405574,2.47979030045506,4.36568321805309,2.0179716102749,-3.77137072058072,-0.709222451613925,1.32153239396548,-1.54159740232309,-2.23889731518671,-0.929925963204024,-0.748400585291687,1.66455110928378,-3.42222048876217,-0.909481025205769,-0.406250219088947,-0.921860699089246,4.43717614906819,-1.33268865591817,-5.37310993789251,3.91057012761756,4.18866931394854,-4.6880163876995,0.907537396768915,0.384540508458515,-5.0667749370787,-1.6331210947322,4.39680902848903,-1.89192489995907,-2.28761405992339,0.147006719678103,-5.59146692435261,3.45435514193657,3.87776422074858,6.26416160936855,-0.610807806058442,1.41724462863502,-3.88677577024343,-8.14580240775039,-0.475930316904371,-15.880408884247,-13.9494248043231,-7.93902039621233,-13.9102432120514,-7.59744188301471,-1.51974497804515,-14.4385353646213,-7.99139584355882,10.3306503211684,6.67141469452889,-1.04177898709767,-5.71254800314698,-3.64240967349911,0.80025326810753,-2.07787546045804,0.0501028357991707,-1.2482389005174,-1.09033922339751,0.624527083173774,-0.592597486724349,-0.642840301704276,-1.38113328552488,-0.819201829271699,0.622416602410569,0.097942810835767,0.782420778819944,2.15218539251765,0.0967452015512281,-0.0101544219407541,0.261010689935201,-0.334621554280036,0.532270902160725,0.885319115716775,-0.235408361333924,-0.464793233644499,-0.208052035802902,-0.298746625920444,0.180384578127872,0.015640562310107,-0.426872555299892,0.0358670457320024,-0.00316960281113381,0.195390030810023,-0.143037807358064,-0.0960397049074146,-0.212509539186753,0.0778426672709532,0.010765991689184,-0.0682098216552665,-0.0877410277396571,0.0348132201069268,-0.124712311170026,-0.0507397394716373,-0.0267349429234921,-0.00252909670409826,-9.77866062863014e-14,"cellular senescence"
"cytidine to uridine editing",-47.2693241976242,-9.95296827680993,11.8200989968317,3.94100895667691,16.1128531726209,-4.58515220549242,13.582461016931,-8.42137724977584,8.82459510874262,-4.39312227888416,-18.75897986049,-11.4450757704938,1.58295724668339,2.48706180013576,-5.89847023945353,-2.98249291041737,-7.23649156928933,8.81669731201525,-14.4450739521337,0.338566848441891,-27.6584150676556,4.29584995356841,-12.5323047362655,34.8234629086737,6.36931731501024,-13.0522876471533,7.60948628728162,8.16235801414192,4.9361196115212,11.3657656448463,-7.33871991171226,16.5170149089472,-2.16721538167397,-2.88128747839117,7.82249104830152,0.0619297241274081,-1.84684947548523,12.4553524024299,6.67401399327221,-9.36175553565649,-2.08801836332299,-12.3310060770398,-5.07481974229381,1.91385591630258,3.9175132948917,-0.208994843173355,3.12481090780328,-0.0238710093039715,2.26641460445395,2.43974613248898,2.63866001511967,-4.29676317659674,3.1505697057151,-0.0256283576917012,-0.62673275258798,-2.09823645157254,0.777969946631054,-2.92067263566593,-0.960236090593949,-0.696621792532817,-2.31812772667928,2.12922030614613,-0.877442580577979,-0.22246522334078,-2.91778720174008,0.354202155329769,-1.914020998147,1.87728634900271,1.62773000485962,-0.103884119649805,-0.576816898354637,0.212823476142153,-2.16126026621873,-0.761517866710759,-0.629848152811656,0.284343724842308,0.510661931895258,-0.360965136321026,1.31451239913409,0.186033916000193,-0.378268149270354,1.22953312319981,-0.0954923603500476,1.19167266102707,0.839820837899649,0.558226137424865,-0.182651556847911,-1.27737807846753,-1.55183760679016,0.255190150847752,-2.10939688380821,0.643237657306792,-1.60413595298244,-1.363302808665,-2.10754445577177,2.02498548832787,-1.35820054187963,-3.85188845641288,7.38223316894461,1.2353922849038,2.61975309804957,-1.02682349666551,-0.147675846836273,0.666903416000371,1.38884030534315,-0.755340031345667,0.302896906682776,0.116954241357113,-0.532547558870825,0.101366133641999,-0.351036726319809,-0.496942332428795,0.0106543905325978,0.142409216217269,-0.0462766092128417,-0.151986786223084,-0.0283140431268357,0.0442398011508316,0.0523588815757214,-0.0386402578733814,-0.0515340753711937,0.00153914883960774,1.28097944578076e-14,"cytidine to uridine editing"
"double-strand break repair",-10.4952678953835,2.28030194819061,-5.38760111827785,1.77316990531919,-3.75421652930047,-3.07518137525116,3.29474252321281,0.461948839176771,2.25956351458096,-0.755407754361635,0.345371710836363,0.796168956626815,-0.887851075774191,-0.174750928337692,0.904987513219614,-1.15779114922242,-1.60008213311333,1.05594346005207,3.87820966304303,0.674443761495508,-0.442614631506302,0.373306265083508,1.59790546095524,-0.0733987583687512,-0.703115435093538,0.297357895150405,-1.2391731016049,-0.99869135260896,1.02599385774097,-1.17730212281102,-0.273181357301921,-1.53881286971063,-1.02528791155301,-0.837633389255158,1.2417396308557,0.278581926716431,-2.12472483969608,1.78387751201615,-0.877910975269565,0.0242158369461562,2.87065140504694,-1.6614400567004,0.135949198362933,1.08857148457643,-1.29191454504423,-1.44539681894371,-0.48827818645181,1.16871993698713,1.81499318187906,-1.4282777632355,-1.40937850887922,-1.57689970845744,-2.24435934524144,-0.822864405022215,0.56122819825968,1.20468867750237,-1.86143107058806,0.810024138559054,-0.0432259764174234,1.84837069002378,-0.436891377162607,2.85845900188959,-0.474694957589254,-2.29699251969339,-5.41350440100268,0.318485752451508,-0.588836742997517,-2.20195509513503,3.04370464075789,-4.02270886590186,0.543471395465648,-0.286518316701719,2.14559096254482,3.70940008715376,0.662079969588194,-0.817238160088233,-0.627131285022687,1.1653570240755,0.674525977245567,0.350572030096016,4.89611046541555,0.123348817296579,-0.504960836223789,0.407658084609821,-0.417317255947852,0.91892591600414,-1.22956006339438,-0.196795509042334,-2.34703435301048,3.20675862549268,0.742279987678119,-0.126345526529174,0.0063432993573946,-1.14371997584889,-0.714103654390445,0.292222996258199,-0.377726742883759,0.264543337279679,-0.426938737006834,0.0339407001952376,0.0126145873627664,-0.699598220158096,0.783037680951969,0.663805880179436,0.316319414492019,0.37638750720978,-0.338900403415852,-0.281093893696039,0.296588403825862,-0.44953238515172,-0.0739466020006077,0.0528661781287299,0.850630642952812,0.136888387052868,0.383084571569614,0.418917467087075,-0.420768703284802,-1.87263823348235,-7.97969893782645,-0.150937702715398,-0.092061266612746,-0.0266732189572872,1.36410251583979e-15,"double-strand break repair"
"double-strand break repair involved in meiotic recombination",-74.5893155983816,0.38326506657553,-1.77775049889067,0.19388040799051,1.20429776865208,-3.15857845345123,-1.23991207971686,-0.101437600980964,2.44999687483914,-0.549864803500236,2.06605908156344,-2.34528622144538,-2.50673342855275,-0.711490657843642,0.222484629800486,-1.43559456360833,-1.49594486393495,0.939964128896944,-1.75769524488757,-1.84676169631088,0.0350437267152464,1.78867918686533,1.22220484789761,-0.752136908210266,0.285240474344032,2.33494157946591,1.22829612239402,-0.749185669743632,0.410762722141348,-1.79434066564636,0.64330993407303,-0.188723601057948,-0.37369346627519,-0.0583684610878562,0.239921293229188,-1.65422142467537,-1.38896584418848,2.40127533501532,-0.127219406730671,-1.1969211498874,-1.06332242150765,1.30340551176957,2.77765688445469,-1.13456096527762,-1.2626029079296,-0.200817900005266,-0.759637921896273,-1.23950225782849,1.61090465341685,-2.13304330959253,1.2144309748388,0.36389129151492,0.513419766960723,-0.0691582212560719,-0.444779147593808,0.0496412718601943,0.666939276824761,0.761601437722144,0.654819769144682,0.410256609171656,-0.734546125250384,-0.319339329865372,0.297121363999483,-1.14596771374076,-0.758567073334993,2.38554826257128,0.748474637383778,2.50183124823616,2.22529058001002,0.394119197125893,-1.76048285096004,-1.73130721313702,0.627211834298739,0.345144935778886,-0.239287974853576,1.07640308973707,-1.2323287391781,-0.0902705689415843,-0.927874963404858,-2.92670662959893,1.22491263361566,-0.0214753744891944,-5.22849053064347,-6.4539281414276,-4.80698943762408,0.318204494899275,1.55117409687732,8.89198108160358,3.95330604682635,-0.422416416663399,0.422635587910537,2.05249608917373,13.9303852662256,-3.65504550924465,-9.60839299192595,-9.61446379648894,-3.28861189037442,-1.21554106242746,1.77382337052821,1.82370185992741,0.263373243481285,-2.50129833669534,1.15628270415136,-3.6387692069918,3.81665830886816,0.0399422600155685,-0.73266536007308,0.0231554790099647,0.0128047674163201,0.528640814950323,0.417371530737203,0.840762817679298,0.21365850006066,-0.141662818415419,0.335763213835386,0.303160133719089,0.182198555306219,0.0829838326061999,0.196238134755741,0.122949714220327,0.118361093142182,0.020395749796783,2.38248006392827e-15,"double-strand break repair involved in meiotic recombination"
"double-strand break repair via homologous recombination",-10.7540904935893,3.53375833482264,-2.90158786298539,1.73915368587131,-3.11881177106348,-2.38459107460456,-1.47382711014239,2.26754908197356,1.60346002027136,-1.28298283004297,1.82719361658372,2.92535491931805,-1.98062555887364,0.698018397120483,1.96053501054793,-1.95631803656074,-1.39122638764268,0.47665179714938,5.64489914730197,1.51699941684561,-0.569753732056082,-0.177366455222223,1.0141769945675,0.610270793715854,-1.63250994093675,0.504317418775072,-0.656133659482262,-1.76970104872071,1.81320819167281,-1.17585786233093,0.313345262387924,-0.503914321298542,-0.649017372888228,-0.955533279292532,0.737744664486046,-0.0331801465790361,-2.24436286905215,2.63892720754828,0.520890840682048,0.0116880131588846,1.87857144814275,-1.17809089131565,1.50744811256855,1.37304867237329,-0.788043624302324,-1.47061224634744,-1.21206506050621,0.45558137044846,0.768842391661945,-2.37786735673775,0.229983589297359,-0.610791973639352,-3.04697672659414,-0.808403485480803,1.74642469411788,2.74761556996065,-2.51413191316639,0.700459895975972,0.933073236182543,2.59130675002437,0.220225792566909,4.41242663643874,-2.39356374221059,-1.32680212692377,-6.43430533777575,1.84821234465248,-2.27135852444173,-3.25352196340403,4.57242726146151,-2.10064294503686,-0.362056328782224,-5.6105504106606,1.3487397490422,1.48350289602899,2.55286138962516,-1.88354804457516,-2.29715467117907,3.22667151406008,0.720912146021145,0.902942352153512,11.8931454076724,2.08361752926492,-0.20783412172805,2.1510481038992,-1.0256288604427,2.72097575395385,-4.30772668327748,0.00885818774264124,-4.58368166003837,7.48315329000208,2.77224844336383,0.571025358459902,-0.893596906366955,-2.2080480959908,-0.432402869271595,1.5138975896478,-0.567123803407156,1.06724168652581,-1.1138596499464,1.13972463873425,0.584953684745079,0.0524136802686086,1.44108250219497,-0.256408361777341,0.646276661155938,1.98269158773158,0.0709414525374183,-0.253531073324626,0.574256903441599,0.0441201562286274,0.0780711990093782,0.149775591205681,-0.0680264034358775,-0.0756871142690089,-0.00362738232385185,-0.0807410808320963,0.158351843129977,0.370256337203003,1.92386959725319,0.0576596629188596,0.0469612460486748,1.34769205205416,-6.66852098714366e-15,"double-strand break repair via homologous recombination"
"double-strand break repair via nonhomologous end joining",27.2366155717432,3.87884713946933,-19.0256859663255,2.76961685280745,-15.382588344115,-4.02027133699714,11.5698886612498,0.57241180286129,2.42272885366221,2.7805925559975,-5.36648748543482,1.52344794074238,-2.77912730684447,2.69239960526469,1.22058260956464,1.04000585233538,-3.14800666022964,3.43579784899511,4.63131587340595,2.2791015784294,0.21617989579676,2.03486741936803,0.854000996550706,-2.42828277920506,3.13192699643019,-2.23951187466435,-2.04479772516887,-1.15740732437907,2.74239794730236,-0.761581490754892,-0.771600516002631,-1.04311582780839,-3.4421044234997,-1.01313811768393,0.188513947762348,3.46885147881662,0.157100908062668,-0.544149352148289,-5.41488641067019,1.16934998690106,2.27143648065294,-2.47428256954797,-6.27369150263164,3.37003590973779,-1.22325173911686,-0.504147448713203,-0.353018561771454,3.80243970063414,7.90516753359267,1.23553694820664,-8.09841750616516,-6.03106089461925,-2.2963209004692,1.68003377860391,-1.13715807126037,-0.535930613769586,-1.7274580789031,5.00883764976956,-2.23477741634685,3.33450328983571,-3.60442694680176,3.80170427626078,3.32020243336164,-6.96425003257596,-11.6277921471402,-5.59389956473756,2.00019702524449,-7.23622831219733,5.7903925805345,-17.3180532938081,1.53106453026606,11.4255605133974,3.9478389207076,14.6004228106942,-5.45124643050089,-0.250223777400992,2.46774326869288,-1.31197058662729,2.63611538119898,-2.95221721211637,-7.73693350339417,-4.0572182851232,2.20608495276525,-1.15650909121935,2.05915257891247,-1.81337883067104,3.57814960013623,0.942592056060771,0.748567380494435,-0.163076925087734,-1.18883753063756,0.335331263092358,0.32781815735516,0.94361290677108,0.0258205195133537,0.277059004703676,0.0685865006390959,-0.797275822658512,-0.169685861124204,0.452369546657288,0.0570606401108333,-0.666401388927761,-0.630431636298746,-0.102794728761506,1.10172264860061,3.62759886652843,-0.552839758429043,-0.519430513341235,2.00163991244622,0.0706063760061272,0.400770117783246,-0.0993541189013012,0.522821113527693,-0.00981789976335204,-0.0136507244181219,-0.202763580088766,0.0372102610184971,0.273300540029116,1.37713693196488,0.0303907599992152,-0.0526800258471225,0.00654562281807958,-1.0037652133088e-14,"double-strand break repair via nonhomologous end joining"
"gene expression",13.5422287126973,5.75716461597925,-3.76459701425159,2.21374549759555,-5.39485718308824,0.59855332679427,-6.83851834624958,2.06022879861879,0.0727038896570605,2.25340347575929,2.62083318920765,-0.530830426426498,0.319098470659972,-1.29920779809424,2.60012930094293,-1.19603833393249,1.80109842069047,-2.08455764861896,-1.62886438780364,0.0516601635250285,0.713880695461836,1.69677805037295,1.08462745646238,-0.114235179195475,-0.209755640565749,-1.88689496426312,-1.56632447128767,-2.02237071124146,-2.70047467499369,-0.840220903438498,3.98803710587939,0.586679411432954,0.96889582566137,-1.04873610309442,-1.02268055198607,0.902461546460463,1.09847596816323,0.634976989256643,2.65796782929678,-1.01412753738708,0.0394737112912311,1.27553918682529,1.4082618172621,-1.81850995093889,-0.715482068938158,0.826340547300621,0.247041810706449,1.21290680577831,-0.0984588495042824,0.48695660343449,0.752677665408296,0.0989907157883975,0.941789605440619,1.71822380739427,0.352090646261521,0.332326259842665,2.61063886775165,1.12459956497031,-0.0959811419683537,-0.441825322462042,0.522033917480521,1.85369048037261,1.45634205412175,0.694805161262108,-1.07157735459245,-2.04222178366029,-0.0970882670229224,1.70291611820752,0.996802336332475,-3.31356097688909,-0.0366937640169437,-4.1317553452755,0.250474001471805,-3.15549921691942,-1.83792360389499,-0.0892390862188692,-1.07688837956885,-2.36722131128664,0.867556991423846,4.78452189601433,2.09588989373856,-0.818873543638874,-6.82062604646135,-0.729214046091882,6.83624892424693,-4.57096192930749,3.75180838476012,2.73482300254063,18.1503199147237,8.73130656652701,6.91005351281496,3.93658976337477,-5.42795835276238,-0.776805240145822,1.18712673952241,3.02746765059108,-0.645264926406607,-3.48183736474284,1.50929225325085,-0.43966045142352,-0.0211771559252517,-3.65739797311404,-1.57213559843001,0.729898199453079,-0.751864905762135,-1.06914313313714,-1.12916222592963,-0.243075640384464,-0.458272064791579,0.675138796063362,0.562096392948953,-0.322286204389188,0.278578359792967,0.0199711381176116,-0.102128069602414,0.0675098188267199,0.10536112923987,-0.221390977768887,-0.0116164718328851,0.0269594327786047,-0.0617726482520213,-0.00558281321355124,-7.43640717580651e-15,"gene expression"
"glycogen biosynthetic process",-6.11964738055298,2.44784865423833,1.51640707709942,2.43773252378401,1.25231554570333,-0.502137149379597,-1.16566782772067,3.32973666824957,3.31433493676733,-1.40639961170462,9.72410205893859,-2.98572173185538,-6.01296484147266,5.91491884404045,-11.2215319744908,-4.19358646910342,-0.256946170375167,4.06465784906052,0.285057381583461,-1.77386863117765,6.19856641113602,0.109334051760984,4.38892204853836,9.57602458937759,-5.12946775518378,0.440724941128204,0.389390128224929,13.794355096389,4.99752371562218,4.46312580561009,3.26084205399395,-0.862559156815397,2.20189736028324,0.291098656338338,0.342980154778777,-4.73912302173253,-8.09133582707604,-1.13047981433866,-0.0813270155601357,-1.279597683058,-3.28583555240008,13.4832920035512,10.9938627935011,-7.37184225646986,-16.1172570335614,-14.2725078799006,-0.0794958514363263,-23.524028668114,4.20816573797333,27.8464317235756,-14.7037872352892,-10.1908633960179,0.486530170697698,3.49640052599541,7.01227763913071,0.704444291845137,0.166623217524723,-4.57780334584807,-1.20047004704623,2.31161785117396,1.39875814096976,2.19727230584803,0.572008020949032,3.71191074926634,0.500507138426119,-2.07892547123108,0.365386472390578,-1.59702611534731,-1.47614615952229,-0.750144276436511,0.846870065912367,-1.64575368086269,-1.06078825863592,-0.574823986719817,-1.0588229314543,-0.49950716813672,0.512124341851953,-0.431893141828425,-0.0362229372110957,-0.445856753029419,-0.0247546794905526,-0.156255476518434,0.497604944002203,1.50188805207783,-0.0765329376841016,0.432315774264743,0.207958395008742,-0.207648540284764,-0.470035430055776,-0.523016751465689,0.62996142334311,0.406112068608803,-0.0803445143807038,0.137725684092017,-0.0942798332705597,-0.194632850857986,0.311631105274222,-0.0769321991361536,-0.123270802442678,0.0662574675513872,0.134822699963133,-0.280230889813625,-0.354898812645396,-0.204107275753697,0.0405173418885679,0.0346794323018677,0.0855040046571356,-0.0771597917905494,-0.0254082100766954,-0.00117948555903559,0.0696196295317995,-0.0291965119268427,0.0339333127596715,-0.0105909138235604,0.0515147783620832,-0.00667692401445904,0.0438458616959488,-0.00459089761953312,0.0011181456961783,-0.00478119470906622,0.0203494748350775,0.00023933147763929,-1.95599829735937e-14,"glycogen biosynthetic process"
"glycosaminoglycan biosynthetic process",-31.8726659756926,8.31072965455681,-2.40026127314038,3.61276572683701,-8.67216605297043,0.0641834669482226,-14.7678430917595,8.82808772125439,-0.785376853613853,2.83529354602711,13.9812983557899,-1.79811173313805,-3.85528789234596,0.175993182945587,0.84322099149856,-5.08892822729762,2.86498473183629,-2.98138946994531,-7.57369186171583,-7.31226141509326,7.4975840434058,6.55471501957408,-10.7580514726156,3.54978205637493,2.04357293298609,-5.85979915583415,0.836435611020013,-7.62592139147982,-3.04428562927067,-1.79968088652173,-1.88116076373165,3.61483438039854,3.39078312751593,3.61343639716899,-5.8433283545922,-1.48432215993167,3.57983125696044,11.8503129733838,9.07466696052671,-5.0947185392092,-5.43069068035597,4.31171341365756,10.1069953633774,7.32433759862655,-7.6211327619289,28.6199596318161,1.18535040003943,-6.46146696134807,14.2683908294012,-6.13920343371201,-10.2576955752651,5.64248273721085,-5.65822972517415,-9.03877161518518,5.57645873601045,-3.50780132175913,1.94296920257005,-2.47318754226031,3.05266469257297,-1.98542231183959,-2.49095869012729,-3.93566452283012,-1.85524350729655,0.125211459594428,-1.00372237983822,-0.761825676694372,-0.11482076127792,-4.24505897020067,-4.42320374216869,0.770042579646946,1.33426209925405,2.54821742556611,-1.30637969354393,1.64792794000616,1.89553381798709,-0.22062554295659,0.558673373590184,0.144082250022825,-1.87969379089006,-0.229463896424689,-1.14827187997518,1.01468146507915,1.56101325032642,2.95241080944027,2.86750439793824,0.095639196995918,-0.304512948226411,-1.8214867950496,-1.42537852715524,-0.692066680264549,2.53154768293126,2.80068547604646,-3.16922208279045,2.65925609985832,-3.71979232703904,-3.97926038322967,-4.00801553354316,0.131631340763569,-1.76934833303765,-2.36596014338311,4.28130717012037,0.879351007759545,0.198133046929017,0.876011243487747,-0.529439194554256,-0.0620451792150189,-0.0551768709519542,-0.00740543921751681,0.0699873334153146,-0.134391118968718,0.0744618868083605,0.00916335811716593,-0.0420919934522681,0.560149250683476,0.0812801594693117,0.0210897918788385,-0.0636350977091268,-0.115638670219289,-0.0105436561949504,-0.00176453941829887,-0.0728676635649872,-0.000626584283071517,-3.07115444186934e-14,"glycosaminoglycan biosynthetic process"
