"","cluster","Pathway","mean_score"
"58","4","HALLMARK_ANDROGEN_RESPONSE",0.0541370763335087
"59","4","HALLMARK_BILE_ACID_METABOLISM",0.0533291522717641
"60","4","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0532951701052175
"61","4","HALLMARK_GLYCOLYSIS",0.0532289418710094
"62","4","HALLMARK_HEME_METABOLISM",0.0524233223618125
"63","4","HALLMARK_HYPOXIA",0.053389931895128
"64","4","HALLMARK_XENOBIOTIC_METABOLISM",0.0531022402322874
"65","5","HALLMARK_ADIPOGENESIS",0.0356007306361368
"66","5","HALLMARK_ANDROGEN_RESPONSE",0.0345180234163794
"67","5","HALLMARK_BILE_ACID_METABOLISM",0.0352147576692733
"68","5","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0347570482118061
"69","5","HALLMARK_GLYCOLYSIS",0.0355868238118034
"70","5","HALLMARK_HEME_METABOLISM",0.0353690704241873
"71","5","HALLMARK_HYPOXIA",0.0356910484772152
"72","5","HALLMARK_XENOBIOTIC_METABOLISM",0.0355976509276276
"73","6","HALLMARK_ADIPOGENESIS",0.0465441645808321
"74","6","HALLMARK_ANDROGEN_RESPONSE",0.046757417264025
"75","6","HALLMARK_BILE_ACID_METABOLISM",0.0467672990733728
"76","6","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0467574420137439
"77","6","HALLMARK_GLYCOLYSIS",0.0461741424533252
"78","6","HALLMARK_HEME_METABOLISM",0.0458334108468397
"79","6","HALLMARK_HYPOXIA",0.0472301565834008
"80","6","HALLMARK_XENOBIOTIC_METABOLISM",0.0463400948838279
"81","7","HALLMARK_ADIPOGENESIS",0.0411264737676479
"82","7","HALLMARK_ANDROGEN_RESPONSE",0.0423778808155413
"83","7","HALLMARK_BILE_ACID_METABOLISM",0.0420576867767529
"84","7","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0423935199265454
"85","7","HALLMARK_GLYCOLYSIS",0.041782097892599
"86","7","HALLMARK_HEME_METABOLISM",0.042260688188797
"87","7","HALLMARK_HYPOXIA",0.042853901227103
"88","7","HALLMARK_XENOBIOTIC_METABOLISM",0.0420569310543291
"89","8","HALLMARK_ADIPOGENESIS",0.0413672692570249
"90","8","HALLMARK_ANDROGEN_RESPONSE",0.0417153412793192
"91","8","HALLMARK_BILE_ACID_METABOLISM",0.0423606865189064
"92","8","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0423210841217059
"93","8","HALLMARK_GLYCOLYSIS",0.0425257960717671
"94","8","HALLMARK_HEME_METABOLISM",0.0413917010717918
"95","8","HALLMARK_HYPOXIA",0.0409499030430338
"96","8","HALLMARK_XENOBIOTIC_METABOLISM",0.0417549732742231
"97","9","HALLMARK_ADIPOGENESIS",0.0431683709228126
"98","9","HALLMARK_ANDROGEN_RESPONSE",0.0411334402204631
"99","9","HALLMARK_BILE_ACID_METABOLISM",0.0430989891544043
"100","9","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0431673242804754
"101","9","HALLMARK_GLYCOLYSIS",0.0425319295074926
"102","9","HALLMARK_HEME_METABOLISM",0.0417690136645576
"103","9","HALLMARK_HYPOXIA",0.0436266754894466
"104","9","HALLMARK_XENOBIOTIC_METABOLISM",0.0422144814697651
