"","CancerType","Pathway","Gene"
"154","BRCA","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"155","BRCA","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"156","BRCA","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"157","BRCA","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"158","BRCA","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"159","BRCA","Phosphatidylinositol Phosphate Metabolism","FIG4"
"160","BRCA","Phosphatidylinositol Phosphate Metabolism","VAC14"
"161","BRCA","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"162","BRCA","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"163","BRCA","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"164","BRCA","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"165","BRCA","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"166","BRCA","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"167","BRCA","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"168","BRCA","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"169","BRCA","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"170","BRCA","Phosphatidylinositol Phosphate Metabolism","PTEN"
"171","BRCA","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"172","BRCA","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"173","BRCA","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"174","BRCA","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"175","BRCA","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"176","BRCA","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"177","BRCA","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"178","BRCA","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"179","BRCA","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"180","BRCA","Phosphatidylinositol Phosphate Metabolism","FIG4"
"181","BRCA","Phosphatidylinositol Phosphate Metabolism","VAC14"
"182","BRCA","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"183","BRCA","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"184","BRCA","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"185","BRCA","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"186","BRCA","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"187","BRCA","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"188","BRCA","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"189","BRCA","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"190","BRCA","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"191","BRCA","Phosphatidylinositol Phosphate Metabolism","PTEN"
"192","BRCA","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"193","CESC","Nucleotide Excision Repair ","ERCC2"
"194","CESC","Nucleotide Excision Repair ","POLR1A"
"195","CESC","Nucleotide Excision Repair ","ERCC4"
"196","CESC","Nucleotide Excision Repair ","PAPD7"
"197","CESC","Nucleotide Excision Repair ","POLE"
"198","CESC","Nucleotide Excision Repair ","LIG1"
"199","CESC","Nucleotide Excision Repair ","ERCC2"
"200","CESC","Nucleotide Excision Repair ","POLR1A"
"201","CESC","Nucleotide Excision Repair ","ERCC4"
"202","CESC","Nucleotide Excision Repair ","PAPD7"
"203","CESC","Nucleotide Excision Repair ","POLE"
"204","CESC","Nucleotide Excision Repair ","LIG1"
"205","CESC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"206","CESC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"207","CESC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"208","CESC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"209","CESC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"210","CESC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"211","CESC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"212","CESC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"213","CESC","Phosphatidylinositol Phosphate Metabolism","FIG4"
"214","CESC","Phosphatidylinositol Phosphate Metabolism","VAC14"
"215","CESC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"216","CESC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"217","CESC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"218","CESC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"219","CESC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"220","CESC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"221","CESC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"222","CESC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"223","CESC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"224","CESC","Phosphatidylinositol Phosphate Metabolism","PTEN"
"225","CESC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"226","CESC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"227","CESC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"228","CESC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"229","CESC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"230","CESC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"231","CESC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"232","CESC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"233","CESC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"234","CESC","Phosphatidylinositol Phosphate Metabolism","FIG4"
"235","CESC","Phosphatidylinositol Phosphate Metabolism","VAC14"
"236","CESC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"237","CESC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"238","CESC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"239","CESC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"240","CESC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"241","CESC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"242","CESC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"243","CESC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"244","CESC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"245","CESC","Phosphatidylinositol Phosphate Metabolism","PTEN"
"246","CESC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"247","CHOL","Nucleotide Excision Repair ","ERCC2"
"248","CHOL","Nucleotide Excision Repair ","POLR1A"
"249","CHOL","Nucleotide Excision Repair ","ERCC4"
"250","CHOL","Nucleotide Excision Repair ","PAPD7"
"251","CHOL","Nucleotide Excision Repair ","POLE"
"252","CHOL","Nucleotide Excision Repair ","LIG1"
"253","CHOL","Nucleotide Excision Repair ","ERCC2"
"254","CHOL","Nucleotide Excision Repair ","POLR1A"
"255","CHOL","Nucleotide Excision Repair ","ERCC4"
"256","CHOL","Nucleotide Excision Repair ","PAPD7"
"257","CHOL","Nucleotide Excision Repair ","POLE"
"258","CHOL","Nucleotide Excision Repair ","LIG1"
"259","CHOL","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"260","CHOL","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"261","CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"262","CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"263","CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"264","CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"265","CHOL","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"266","CHOL","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"267","CHOL","Phosphatidylinositol Phosphate Metabolism","FIG4"
"268","CHOL","Phosphatidylinositol Phosphate Metabolism","VAC14"
"269","CHOL","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"270","CHOL","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"271","CHOL","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"272","CHOL","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"273","CHOL","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"274","CHOL","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"275","CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"276","CHOL","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"277","CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"278","CHOL","Phosphatidylinositol Phosphate Metabolism","PTEN"
"279","CHOL","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"280","CHOL","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"281","CHOL","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"282","CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"283","CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"284","CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"285","CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"286","CHOL","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"287","CHOL","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"288","CHOL","Phosphatidylinositol Phosphate Metabolism","FIG4"
"289","CHOL","Phosphatidylinositol Phosphate Metabolism","VAC14"
"290","CHOL","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"291","CHOL","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"292","CHOL","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"293","CHOL","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"294","CHOL","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"295","CHOL","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"296","CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"297","CHOL","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"298","CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"299","CHOL","Phosphatidylinositol Phosphate Metabolism","PTEN"
"300","CHOL","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"301","COAD","Nucleotide Excision Repair ","ERCC2"
"302","COAD","Nucleotide Excision Repair ","POLR1A"
"303","COAD","Nucleotide Excision Repair ","ERCC4"
"304","COAD","Nucleotide Excision Repair ","PAPD7"
"305","COAD","Nucleotide Excision Repair ","POLE"
"306","COAD","Nucleotide Excision Repair ","LIG1"
"307","COAD","Nucleotide Excision Repair ","ERCC2"
"308","COAD","Nucleotide Excision Repair ","POLR1A"
"309","COAD","Nucleotide Excision Repair ","ERCC4"
"310","COAD","Nucleotide Excision Repair ","PAPD7"
"311","COAD","Nucleotide Excision Repair ","POLE"
"312","COAD","Nucleotide Excision Repair ","LIG1"
"313","COAD","Oxidation of Branched-Chain Fatty Acids","ACSL1"
"314","COAD","Oxidation of Branched-Chain Fatty Acids","ALDH2"
"315","COAD","Oxidation of Branched-Chain Fatty Acids","HACL1"
"316","COAD","Oxidation of Branched-Chain Fatty Acids","PHYH"
"317","COAD","Oxidation of Branched-Chain Fatty Acids","CRAT"
"318","COAD","Oxidation of Branched-Chain Fatty Acids","CROT"
"319","COAD","Oxidation of Branched-Chain Fatty Acids","SLC25A20"
"320","COAD","Oxidation of Branched-Chain Fatty Acids","CPT2"
"321","COAD","Oxidation of Branched-Chain Fatty Acids","ACSL1"
"322","COAD","Oxidation of Branched-Chain Fatty Acids","ALDH2"
"323","COAD","Oxidation of Branched-Chain Fatty Acids","HACL1"
"324","COAD","Oxidation of Branched-Chain Fatty Acids","PHYH"
"325","COAD","Oxidation of Branched-Chain Fatty Acids","CRAT"
"326","COAD","Oxidation of Branched-Chain Fatty Acids","CROT"
"327","COAD","Oxidation of Branched-Chain Fatty Acids","SLC25A20"
"328","COAD","Oxidation of Branched-Chain Fatty Acids","CPT2"
"329","COAD","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"330","COAD","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"331","COAD","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"332","COAD","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"333","COAD","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"334","COAD","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"335","COAD","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"336","COAD","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"337","COAD","Phosphatidylinositol Phosphate Metabolism","FIG4"
"338","COAD","Phosphatidylinositol Phosphate Metabolism","VAC14"
"339","COAD","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"340","COAD","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"341","COAD","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"342","COAD","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"343","COAD","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"344","COAD","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"345","COAD","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"346","COAD","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"347","COAD","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"348","COAD","Phosphatidylinositol Phosphate Metabolism","PTEN"
"349","COAD","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"350","COAD","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"351","COAD","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"352","COAD","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"353","COAD","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"354","COAD","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"355","COAD","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"356","COAD","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"357","COAD","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"358","COAD","Phosphatidylinositol Phosphate Metabolism","FIG4"
"359","COAD","Phosphatidylinositol Phosphate Metabolism","VAC14"
"360","COAD","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"361","COAD","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"362","COAD","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"363","COAD","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"364","COAD","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"365","COAD","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"366","COAD","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"367","COAD","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"368","COAD","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"369","COAD","Phosphatidylinositol Phosphate Metabolism","PTEN"
"370","COAD","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"371","COADREAD","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"372","COADREAD","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"373","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"374","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"375","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"376","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"377","COADREAD","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"378","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"379","COADREAD","Phosphatidylinositol Phosphate Metabolism","FIG4"
"380","COADREAD","Phosphatidylinositol Phosphate Metabolism","VAC14"
"381","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"382","COADREAD","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"383","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"384","COADREAD","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"385","COADREAD","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"386","COADREAD","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"387","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"388","COADREAD","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"389","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"390","COADREAD","Phosphatidylinositol Phosphate Metabolism","PTEN"
"391","COADREAD","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"392","COADREAD","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"393","COADREAD","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"394","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"395","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"396","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"397","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"398","COADREAD","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
